src,tar,src_type,tar_type,is_net,arc_delay
_457_/A1,_457_/Y,pin,pin,0,2.590770827037847e-11
_457_/A2,_457_/Y,pin,pin,0,1.7380262160027193e-11
_457_/B,_457_/Y,pin,pin,0,1.7807420468751722e-11
_458_/A1,_458_/Y,pin,pin,0,1.5956519092141797e-11
_458_/A2,_458_/Y,pin,pin,0,1.5252849330793516e-11
_458_/B,_458_/Y,pin,pin,0,3.079158109042801e-11
_459_/A1,_459_/Y,pin,pin,0,4.808472370276817e-11
_459_/A2,_459_/Y,pin,pin,0,2.763755023449388e-11
_459_/B1,_459_/Y,pin,pin,0,2.4072147053466608e-11
_459_/B2,_459_/Y,pin,pin,0,2.652483614695722e-11
_459_/C,_459_/Y,pin,pin,0,2.517952686631464e-11
_460_/A,_460_/Y,pin,pin,0,3.244420357373379e-11
_460_/B,_460_/Y,pin,pin,0,2.2211451428111317e-11
_461_/A,_461_/Y,pin,pin,0,1.1346097672504385e-11
